Text,Label,TextLength
اللعبة محسومة من يوم ما الاخوان ساندت احتجاجات يناير.,1,53
نفسى ابقى مسؤوله عن امتحانات الكليات واخليها نجاح من غير اى امتحان .,1,68
هناك اصدقاء اخلصوا للصداقة حتى بكى من اجلهم الوفاء .,1,52
دول اخوان بني صهيون والله دماغ كاوتش محروق من الاخر .,1,53
اكتشفت أن في حيوانات ارحم من الناس .,0,36
الوضع بائس من زمان .,1,20
عارف كدة لما تمشى متعصب و زعلان اوى فحد يشدك ميرضاش يسيبك انا الباب بيعمل معايا كدة كتير .,1,90
اللهم لا تخرجنا من رمضان الا وقد غفرت لنا ما تقدم من ذنوبنا .,1,61
عن ناس نفسك تعمل فيهم اى مقلب من بتوع رامز جلال .,1,49
الله يمسيه بالخير عادل امام ما قال الشعب يجب أن يكون فقيراً الفقراء يدخلون الجنة كتر خيرك يا حكومة عاملة على اخرتنا .,1,117
كل لما اشف حلقة من برنامج باسم يوسف لازم اشتم  بعدها .,1,54
خرجتني من المود شكرا  .,1,23
فى برنامج كده اسمه من الصفر بيجيب رجال اعمال وحياتهم ونجاحهم حلو اوى .,1,70
انا كنت بتكلم فى الموبايل لمدة 7 ساعات متواصلة ودانى مش سامعه بيها دلوقتى .,1,75
اغلب الناس اللى على تويترمش بتفهم فى السياسة هى سامعه كلام من اللى حواليها وتيجى تقوله هنا .,0,92
انا لما بتعصب مش بحب اتكلم مع حد علشان ما يطلعش غضبى عليه .,1,59
كان نقسى اغير العالم مش عارف ازاى  العالم غيرني .,1,49
السعيد هو من جاهد نفسه واختار الله .,1,36
الحياة هتبقى اجمل من غير مواعين .,1,33
جميلة الناس اللى تفضل زى اول مرة عرفناهم فيها .,0,47
واليوم اللي هيعرفوا  فيه قيمتك ويرجعولك ، هتكون انت عرفت قيمة نفسك و مش هترجعلهم .,1,82
حلوة التغريدات اللى من غير منشن .,1,33
انتى مش زى الجميع .انتى ورده بلون الربيع   .,1,44
هى التويتايه اتكتبت كدا . اقتنع وخلاص .,0,39
بس اخيرا يوم من غير جيم بقى يعني راحه.,1,38
تتحسد عملت رتويت من غير ما تشتمنى.,1,34
إوعا حد يضحك عليك ويفهمك إننا رجعنا لأيام مبارك المفروض إنك كبير وفاهم إن أيامه كانت أهون وأحسن من كده .,1,104
بقالنا اسبوع عمالين نتفق على معاد نتقابل فيه و مش عارفين و بالصدفة كل واحد فينا نازل يجيب سحور نتقابل كلنا  .,1,109
متضايقش من الناس الي بتصلي بس في رمضان . لأن الناس دي ممكن ربنا يهديها وتفضل تصلي لحد بعد رمضان .,0,97
لما تلاقى واحد مخنوق تخنقه أنت أكثر . فيقوم ايه ينسى هو مخنوق من إيه و يتخنق منك . شمعة تحترق لأجل الأخرين .,1,108
من كثر ما وصلني أحاديث وادعية عن شهر رمضان موبايلى طلعلوا لحية  .,1,65
الحجاب مش شرط الاحترام اهم حاجة الاخلاق .,1,41
هي أمهاتنا بيكرهوا موبايلاتنا كدة ليه .,1,39
الى الان مش فاهم الناس اللى بتابع قناه الفراعيين ليه .,0,54
التعايش معي يحتاج الى انسان صبور كي لا ينجلط قهرًا من العناد .,1,62
اللى اخترع الصور السيلفى لازم يموت من المناظر اللى بنشوفها .,1,60
يحكي أنه أحبها بصدق فخاف عليها اكتر من نفسه ولم يعصي الله فيها حتي لا يحرمه الله منها  .,1,88
فطرت من امى احلى طبق فتة . تسلم ايديها الصراحة .,1,48
صور من حفل المنصورة هتعجبكم اوى .,1,33
من الحب ما هطل .,1,16
اغنية مسلسل السبع وصايا مش بفهم منها كلمة .,1,43
اللى جاى بعد رمضان مش العيد لا ثانوية عامة .,1,44
محور كلام الناس على تويتر دلوقتى ارتفاع اسعار البنزين والسولار .,0,64
قربت اتجنن من البلد دى .,1,24
دخلت الامتحان وحليت من غير براشيم والله .,1,41
والله انا احيانا بصد الناس من غير مااقصد يعني لو صديتك مرة اعرف انه من غير قصدي .,0,81
مش مهم الشكل المهم هو الاخلاق  .,1,32
الحمد لله ربنا ما يحرمناش من الناس الكويسة اللى فى حياتنا دى .,0,62
حاجة حلوة انك تلاقي  اتنين من كتر ما هما مرتبطين ببعض اسلوبهم وكلامهم بقي واحد .,1,80
مش هحاول اني ارضي حد تاني اللي عايز يكرهني يكرهني زي ماهو عايز .,1,64
هدف من غير خطة يبقي مجرد امنية والامنيات مش بتحقق الاهداف .,1,59
الروح الحلوه اهم حاجة في الناس لانها هي اللي بتفضل للاخر .,0,58
انا واحد لو اتفرجت علي فيلم رعب مش بنام اسبوع .,1,47
مش عارفة حاسة اني حليت غلط مع ان الامتحان كان سهل ربنا يستر واجيب درجات حلوة .,1,78
الحمدلله اخيرا خدت اجازة افراج من السجن اسبوعين .,1,49
انا قررت اتبسط بحياتي مهما كانت صعبة ومهما كان فيه اسباب تخليني اعيط هيكون فيه اسباب اكتر تخليني اضحك .,1,103
ياريت الناس اللي متجوزة متعملش نفس الغلط وتخلف عيال وبعدين يرجعوا يندموا  .,0,75
الناس كلها بتحب الورد وبتحب تشوف صوره كل يوم الصبح .,0,52
مصيبة عملتها قبل كده المستر طردنى من الفصل  نزلت اعيط للمديرة عشان مستقصدنى وانا شاطرة  و مسكتش الا لما جه اعتذرلى .,1,116
من الحاجات اللي ممكن تروق مزاجك انك تروح تشتري حاجات كتير .,1,59
بين مواليد برج الحمل وبرج الدلو حب اكيد وعاصف وسريع وغرام من النظرة الاولى بس لما الشعلة تنطفي الحب بيتقلب عداوة .,1,114
الدنيا ايه غير قهوه بحليب علي البحر وفي البيت سندويتشات فلافل سخنه والبطانيه وناشونال جيوغرافيك وانسي الكل واريح دماغي .,1,120
‏‏‏مهما كتبت فهو مجرد كلام عجبني بس مش بيعبر عن حالتي الحقيقة .,1,63
حلمي اللي نفسي احققه السنة دي هو اني اتخرج من الجامعة .,1,55
صباح البياض والفرح صباح الضحكة والرضا  .صباحكم توفيق وتسهيل من عند ربنا .,1,73
هو بالنسبة ليا انا خلصت امتحانات معرفش باقي الناس ايه نظامهم .,0,62
المشكلة ان الواحد مش عارف ينام من الدوشة اللي تحت .,1,51
من وانا صغير كنت فاكر ان القمر بيجري ورا عربيتنا ودي كانت بدايتي مع المخدرات‏‏‏‏ .,1,82
الحمدلله من ناحية اني خلصت امتحانات انا خلصت لكن مليش دعوة بالنتيجة .,1,69
اضحكوا واتبسطتوا حتي لو كنتوا مجروحين الايام اللي بتروح مش بترجع لورا تاني .,1,76
رايق بالرغم من المشاكل اللي مالية حياتي و بتحاول توقعني .,1,57
الناس العظيمة بس هي اللي بتاخد يوم الاحد اجازة .,0,48
الناس بتوع برج الدلو فيه سبع خطوات بس ممكن تحللك مشاكلك بس انا مش هقولهوملك .,0,77
جميلة هي الحياة حينما تمنحك اشخاص لن يعوضك عنهم اي شي.,1,54
الواحد من كتر مابيمثل انه بيذاكر صدق فعلا وبقي ياخد بريك كمان .,1,63
هي كانت تجربة حلوة خصوصا لاني بحب الرسم تقريبا لو اتعلمت شوية هيجي مني .,1,72
لاول مرة في حياتي اغير اجابة في اخر الدقايق و تطلع صح و لا كمان مش سؤال واحد سؤالين  الحمدلله يا رب .,1,101
والله بكرا مش هروح حتة هو انا هعد مع البطانية ومش هتحرك .,1,57
بستغرب من البنات اللي يبقوا بردانين ولسة لابسين خفيف بس علشان الموضة .,1,70
خد دقيقة من يومك وصلي علي النبي محمد .,1,38
الحمدلله هنرتاح من المذاكرة .,1,29
الناس اللي بتضحك علي طول دي بتبقي ناس كريمة اوي .,0,49
عايزة ابقي مؤدبة وناصحة ومطقطقة شوية وكل الناس كمان تحبني وكمان شكلي يبقي حلو .,0,79
متزعلش لو حد سابك يمكن هو مش عايز يبقي مع ناس عندها اخلاق و متربية واختار يبقي مع اللي زيه .,1,92
اهم حاجة ان النت شغال  هي دي  التضحية ولا بلاش .,1,48
تصدقوا ان الوقت كله خلص وانا لسة مخرجتش من القاعة .,1,51
حاجه حلوه اوى لما يكون عندك امتحان و مش مذاكر فبدل ما تذاكر تقرأ قرأن اهو مايبقاش تقصير من كله .,1,96
خليكوا متفائلين الهموم زي الغيمة اللي في السماء مش بتزيد غير عشان تمطر فرج وفرحة .,1,82
لو مش قادرين تفهموني فعلي الاقل بلاش تفسروني علي مزاجكم .,1,57
نفسي اسالك سؤال و ترد من قلبك مش من عقلك .,1,42
انسانه رقيقة وهادية و جميلة و دايما بحس ايمانها بالله قوي . عرفتها  من قريب بس خدت عنها انطباع رائع.,1,100
هى المذاكره كتير اوى كدا .,0,26
‏​قال انا مبقتش عارف الحب هو اللي غلط ولا اختياري هو اللي كان غلط من وقت ماعرفت الحب والزعل بقي في دمي .,1,104
نفسي اكون فرحة لكل الناس فيارب متخلينيش سبب في وجع لاي حد .,0,59
انا لو كنت مدرس كنت هخلي امتحان مادتي يبقي اول يوم عشان العيال تجيب درجات مش اخر يوم محدس يبقي ليه خلق يذاكر .,1,110
صباحكم احلى من النوتيلا .,1,25
اوعي تعامل حد بقلبك النضيف وبراءتك الدنيا مش كلها انت .,1,55
بصوا هو الموضوع مش برود بس فعلا حاسس ان الجو حلو جدا وهو ساقعة كدا .,1,68
مفيش حاجة بتكمل زي مااحنا عايزين بس مين عارف يمكن اللي مش متوقع يكون هو الاحلي .,1,80
انا كمان بعرف ابيع واسيب الناس وامشي بس لسة جوايا شوية اخلاص .,0,62
هما الناس العظيمة بس اللي بتاخد اجازة يوم الاتنين معروفة يعني .,0,63
اهم حاجه لازم تعرفها وتفهمها كويس في الحياه ان مش كل الناس بتتمنالك الخير .,0,75
الغربة علمتنى ان الابتسامة ملهاش طعمم لو جت من وش حد غريب عليك .,1,64
بتحس بالسعادة الحقيقة لما تبتسم من غير مناسبة وجواك صوت عمال يقول الحمدلله علي كل حال .,1,87
محدش بياخد باله من اي فرحة الا المتفائلين .,1,43
المفروض لما يكون معاك حق تتكلم من غير ما تخاف .,1,47
انا مبقتش بتكلم مع الناس عادي انا بقيت بتكلم بالموسيقي .,0,56
لو كلمت حد عاقل وحكيتله علي حاجات مش معقولة وصدقك يبقي مكنش عاقل .,1,66
لما الدنيا تتعبك من كتر المشاكل اتعبها انت كمان من كتر الصبر ده مفيش بعد الصبر غير الفرج .,1,90
حلو شعور انك تروح الجامعه مش وراك هم امتحان ولا هم محاضرة .,1,59
مش مذاكرة كويس اوي و مش نايمة من امبارح و لمة شعري كله كحكة .بس هاحل حلو فى الامتحان عشان النهاردة السبت .,1,106
من كتر البرد حاسس ان البرد بردان .,1,34
بتهياقلي مفيش اسخف من اني اصحي لما يناموا وانام لما يصحوا .,1,59
اضحك للدنيا تضحكلك . شفايفنا اتشققت من كتر الضحك ومشوفناش حاجة .,1,64
لو كان قلبك تعبان من كتر البعد فانا قلبي بيتكوي من كتر الشوق .,1,62
النهاردة مكنتش فاهمة وانا ماشية في المدرسة الناس كانت بتبص عليا اوي كدا ليه .,0,77
جبت لها كاميرا سوني بس مش احترافية راحت كسرتها وخلتني اجيبلها واحدة جديدة .,1,75
الحمدلله مش انا بس اللي خبطت في الامتحان .الامتحان مكنش سهل بس الحمدلله التخريف كله كان في الاسئلة اللي بنص درجة .,1,114
ربنا يحفظنا من عيون الناس الوحشة .,0,34
الناس اللي عمالة تسخن الناس علي بعض علي تويتر وتقلب الاحزاب علي بعض ربنا ياخدكم كلكم في يوم واحد .,0,98
احلي الهدايا اللي مكن تهديها لحد هي انك تهتم بيه .,1,50
لو حد سألني ايه هي السعادة بالنسبة لي هي اني احضن اهلي والناس اللي بحبهم .,1,74
صباح الخير والنشاط اللي من بدري .,1,33
اضحك وخلي الناس تستغرب ازاي انت مجروح وفرحان كدا .,0,50
اصلها مش بالعشره ولا بالسنين  هي شوية مواقف تبين لك صاحبك .,1,59
متقلقش لو فضلت احلامك تطير من ايدك اكيد هيجي يوم و تنزل عليك تاني من السماء من عند ربنا .,1,89
خلي اخلاقك عالية لانك يوم ماتمشي من الدنيا دي محدش هيفتكر غير عملك واخلاقك .,1,76
كل دقيقة من عمرنا بتروح و مش بترجع تاني . خلي كل دقيقة احلي بالاستغفار .,1,72
نص ساعه و اوصل المنصورة ان شاء الله  و الله محسيتش بالطريق غير اى يوم بجد سافرت فيه الحمد لله .,1,95
مصر بخير لما الناس في الميكروباص تتكلم عن خطبة العريفي صباحية برنامج باسم يوسف .,0,80
بصحي من النوم بدرى شوية علشان انزل اجرى شوية قبل الشغل .,1,56
وفجأة رجع الشتاء من تاني وايامه الجميلة رجعت معاه .,1,51
من الحاجات اللي تخليك رايق طول اليوم هي القهوة الصبح .,1,54
بقوم الصبح و بقرا الكلام اللي الناس كتبته امبارح وبسأل نفسي هما كانوا متعشيين ايه .,0,83
بتساعد صاحبتها انها تتفائل وتقولها ان بكرا احسن وترجع هي بيتها تنهار من العياط .,1,80
كان بيشوف الناس بعينه و فاكر ان كلهم زيه .,0,42
احساس حلو لما تنام من غير  ما تظبط منبهات .,1,43
كلمة اسف كلمة راقية جدا بس قربت تتنسي من قلة استخدامها .,1,56
فيها ايه يعني لو مشينا و محدش حس اننا مش موجودين مااحنا خلاص اتعودنا .,1,70
مبقاش عندي موهبة الكلام  بقيت بسكت حتي لو الموضوع يهمني مش تكبر بس زهقت .,1,73
الشرف ليا اكيد اني اتعرفت علي حد زيك .,0,38
بس غريبة اني عرفت اطلع من الامتحان النهاردة بدري .,1,50
الناس اللي كل شوية تقولي شارك برأيك للدرجادي يهمكوا رأيي .,0,58
لو مش محددة هي هتجيب ايه بالظبط بذاكر الكتاب كله واجيب الدرجة النهائية .,1,72
هو انا فعلا بقيت احلي ولا الناس هي اللي بقت تجاملني كتير .,0,58
معقول شكل البناطيل ده يبقي موضة وكل الناس تلبسها .,0,50
لو ضربنا عيل صغير بالراحة واحنا بنهزقه هيعيط ولو ضربناه جامد واحنا بنهزر هيضحك يعني لازم دايما نخلي بالنا من كلامنا .,1,117
ركعتين تشتكي فيهم لربنا عن كل اللي تاعبك احسن من شكوتك للناس .,1,62
سألوني انتي من اني نوع من الناس قولت اني زي المراية لما تضحكلي اضحكلك ولما تبتسملي ابتسملك .,0,92
يلا بينا علي الامتحان وان شاء الله يكون كويس النهاردة .,1,55
قد ايه قلت ان الايام مش غالية ولا حاجة. و نسيت ان الايام دي هي شبابي وعمري انا .,1,80
حاجة حلوة ان الجامعة تكون قريبة من البيت خمس دقايق واكون هناك .,1,63
عارف اني فقرى .,0,15
الدكتورة الندلة هي اللي تجبلك اسئلة الشفوي اصعب من اسئلة الامتحان نفسه .,1,72
هو ده كلام الناس العاقل .صباحكم عسل  .,0,38
لو لقتني دايما مشغول ومش بكلمك اتأكد اني فعلا قاصد لانك متستاهلش .,0,66
ادي ضهرك لكلام الناس وروق دماغك انت حتي لو روحت تعيش في كوكب تاني الناس هتتكلم عليك بردوا .,0,91
علاقتك مع ابنك لازم تكون هادية و من غير زعيق بسبب ومن غير .,1,59
الحاجة الغالية لازم تحافظ عليها زي وجود شخص في حياتك لازم تهتم بيه وتحافظ علي وجوده مش بس يبقي كفاية انه موجود .,1,112
كل لما اقول لماما اني عايزة اعمل حاجة تقولي تعمليها مع جوزك ان شاء الله .,0,73
هي اللي هتدرسلنا الترم التاني كمان يعني مينفعش يغيروها للاسف .,1,62
لو مشيت فجأة من غير سبب يبقي مترجعش وتقول اسف .,1,47
الشخص الفرحان علي طول هو اللي مش بيستني حاجة من حد .,1,52
الرجالة اللي بجد بتبان من المواقف مش من الشكل .,1,47
علي فكرة انا لما اعمل لايك علي حاجة مش معني كدا اني مركزة معاك هو التليفون اللي علق معايا بس .,1,94
مصر هى بلد الاضطهاد .,0,21
من كثر ما احنا متحمسين للشتاء زكمنا قبل ما يجي .,1,48
محظوظ من له انسان يقف بجانبه فى كل الاوقات .,1,44
خلصنا الجزء الرابع من المسلسل .,1,31
انا مش بيعجبنى البنات اللى بتطلع جزء من شعرها من الطرحة .,1,57
لا عفاريت وفرهدة علي اخر الليل مش طالبه.,1,40
شكلي عكيت الدنيا. يلا هيا البوستات المسروقة لازم تعمل كده بس و الله الناس خدتها بهزار  .,0,88
ألبوم يارسول الله شفاعه  جميل اوى وكلمات رائعه  ياريت تسمعوه .,1,62
من روائع ام كلثوم .,1,19
مساء الخير . صفحة من القرآن الكريم  .,1,37
باحترم الناس اللي بتكتب تويتة عبيطة زى دي .,0,43
انتم مسخسخين من الضحك كدا ليه اوى .,1,35
أنا هروح اشد بودرة بعد ما أتخرج من الكلية .,1,43
الحياة من غير تويتر اجمل بكتير .,1,32
الأسلوب عند ابداء الرأي اهم من الرأي نفسه .,1,43
بعض الناس تحس ان شغلتها فى الدنيا تنكد على اللى حواليها  .,0,58
عندما اتوقف عن معاتبتك.. فاعلم اني سئمت من تصرفاتك . ولم اعد اهتم  .,1,68
من سنن الاستيقاظ من النوم . الدعاء وهو الحمد لله الذي أحيانا بعدما أماتنا وإليه النشور  .,1,89
مش بستريح  غير لما ظبطت كل حاجة وكل ثانية هيحصل فيها ايه لاني عاشق النظام .,1,75
قاعدة بتمسح الصالة هي واخواتها و قايلة للناس انها خارجة مع اخواتها .,1,68
خرجت من بطن امي لوحدي واقدر اعيش  لوحدي وهتدفن كمان لوحدي فانا فعلا مش بصدق جملة مقدرش اعيش من غيرك. مش غرور بس حقيقة .,1,119
كل لما حد يقول حاجة مش عاجباه يقول خلاص كدا النقاش انتهي .,1,58
انا رايح اشيل الماده بس السؤال هنا هعدي منها ازاي اصلا بعد اما اشيلها .,1,71
مش بس الناس اللي بيحبوا الورد . لا كمان العصافير  بتحبها يمكن اكتر مننا .,1,73
في ناس كده لو سابت الناس في حالها بتحس نفسها ملهاش لازمة. اه بجد ولازم يمسكوا فى سيرة حد بسرعة .,0,96
عادي يعني مش حاجة كبيرة انكوا تصونوا عهد حد غاب عنكوا وتحافظوا علي سيرته .,1,74
اكتشفت اني بقالي كتير مقرتش حاجة مفيدة وعايز اعوض كل اللي فاتني .,0,65
انا فعلا موجود بس التفاعل بتاعي هو اللي قل شوية وكمان فرق التوقيت بينا هو اللي ملخبط الموضوع .,1,94
فيه اللي يحضنك او اللي يجبلك هدية وفيه اللي يعبر عن حبه ليك بأنه يدعيلك من قلبه .,1,81
لحظة السكوت دي بتعدي وانت فرحان اوي و مش قادر تعبر او بتكون ساكت عشان عينك متدمعش .,1,83
اصلا عادي الناس كلها بقت بتفرح في ضعف بعض .,0,43
تصبحوا علي خير ان شاء الله  . خلاص معاد النوم جيه اشوفكوا بكرا علي خير .,1,72
انا اسف لكل الناس اللي عندي علي الكلام الفارغ الكتير اللي كان بيتقال من شوية .,1,78
صباح الضحكه اللي من القلب طالعه بترفرف .,1,40
اكتر حاجة بتجبلي اكتئاب هي اني اشوف حد بيتكلم علي حد تاني من وراه .,1,67
تليفوني لما بيفصل ببقي حرفيا مش عارفة اعمل ايه  .,1,49
الناس اللي بتنزل بدري دي ربنا يباركلها  .,0,41
اهو كل الناس بقت بتتريق علينا اتبسطوا بقي .,0,43
الحمد والشكر لله اخيرا خلصنا من الامتحانات والجامعة كلها .,1,58
مفيش حد دنيته كلها فرح ولا حد قلبه خالي من الهموم بس اللي بيتوكل علي ربنا هو اللي بيعرف يبتسم .,1,95
بحس براحة كبيرة  لما بجيب الكتب واصور الورق المطلوب  بحس اني عملت اللى عليا   .,0,79
وانا في الاشاره واحد مشغل اغنية شعبية ياخي الناس سقطت في الامتحان وانت بترقص .,0,78
يا رب انا عارف اني طول عمري بطلب منك اموت موته مميزه  بس والله عمري ما كان قصدي تبقي مميزه لدرجة اني اموت من البرد .,1,116
هيجي يوم تكون فيه مش مصدق من الفرحة .,1,37
الحته الاولانيه دي حسستني اني عملت مصيبه بعد كده خلتيني اضحك .,0,62
فخور بجد اني اعرفك ونفسي اكون زيك .,0,35
يعني هي المشكله ان لونه كان ازرق طب خلاص نشوف لون تاني .,1,56
الدليل علي ان حظي حلو جدا هو ان كان بقالي ساعة بسأل علي المدرسة علشان الامتحان واول ما انا مشيت هي جت فقر .,1,107
انا هشيل ناس كتير من حياتي مع اني بحترمهم اوي بس للاسف حياتي بقت زحمة اوي .,1,75
امتحان بيصحي اوجاعنا و الله من صعوبته .,1,39
الناس اللي بتنصحني بانها تقولي اعملي الصح بس وتسكت ايوة يعني ايه هو الصح بقي  .,0,79
انا بتهياقلي كدا والله اعلم ان فرحة الطلابة بتاعتنا دي هي ان العيد قرب اوي واخيرا هياخدوا اجازة  .,1,98
بيقولوا ان الستات الطويلة هي اللي بتقدر تقرا افكار الرجالة  .,1,61
‏​صباح الخير لكل اللي انا بحبهم ولأن مزاجي حلو فصباح الخير لكل اللي مش بحبهم كمان .,1,83
"لصديق هو من ترمي اليه حمولة قلبك دون خجل , ويسمعك دون ملل.",1,58
اللهم اكتب لهم من خيرك مالا يخطر ببالهم.,1,40
الناس الحلوة هي اللي بتحس بقيمة اللي بتقدمه مهما كان بسيط .,0,59
ارخم نومة هي نومة العربية دي بتنزل منها مش قادر تمشي عدل .,1,58
ست عجوزة عندها اكتر من سبعين سنة طلعت بتهرب مخدرات .,1,52
سلميلي عليها وقوليلها اني نفسي اشوفها قريب جدا .,0,48
رجعت الحمدلله الامتحان كان سهل . صحيح سبت كام سؤال بس انا فرحان .,1,65
فيه الف دمعة رفضت انها تنزل من عيون ناس كانت مجروحة بجد عشان محدش يشوف ضعفهم .,1,78
الجزء الجديد من الفيلم باين انه هيكون احسن من الجزء اللي فات بكتير .,1,68
يعني انت حد مسلطك عليا تخلص مني اللي بعمله في الناس .,0,53
النهاردة سمعت في الاتوبيس ان الناس بتفكر تعمل مقاطعة لكل حاجة مش عاجباهم في البلد .,1,83
صباح الخير والسعادة علي اكتر شعب يستاهل الجنة .,1,47
يوم من اوله زي العسل حصل فيه حاجات كتير اوي تفرح الواحد والله .,1,63
من كتر البرد الواحد مش بيفكر انه يخرج من الشقة  اصلا .,1,54
من هنا ورايح مش هيهمنى اللى يعمل ليا انفولو .,1,45
الجهل ساعات بيكون اريح كتيير من حاجات تندم لو يوم عرفتها .,1,58
دخلت امبارح فيلم صنع فى مصر وطلعت فى نص الفيلم مش حلو .,1,55
القھوه نفس النكهة، نفس اللون، نفس الروتين و مع ذلك لا نملھا ھكذا هي الاشياء عندما نحبھا .,1,89
من الناس المحترمة اللى عرفتها وجدع اوى وبحترمة جداً.,0,52
الدنيا بتمطر فى مطروح دلوقتى .اللهم صيبا نافعا .,0,48
النجاح المؤسسي بيكون من خلال  الجودة ، التخطيط ، الإدارة .,1,58
هناك وجوه لا تنساها ابدا وهم وجوه الناس الذين تحبهم من اول مرة .,0,64
التويتة الاخيرة هي التويتة اللي جاية .,1,38
يقال من شدة تعلقهم بالصلاة يتوضؤون دون قصد.,1,43
البساطة والعفوية دائماً ما تكون مقترنة عند الناس بالأمانة والثقة بالنفس.,0,72
اللهم لا تسلط علينا بذنوبنا من لا يخافك فينا ولا يرحمنا.,1,56
من أسباب السعادة أن يكون لديك عيناً ترى الأجمل وقلباً يغفر الأسوء و عقلاً يفكر بالافضل.,1,87
جميل ان تغرد بكلمات فيها كمية من الطمأنينة والراحة والأمل.,1,58
سئل حكيم هل هناك أقبح من البخل. قال نعم الكريم إذا تحدث عمن أحسن إليه.,1,70
ريحة الاطفال بتخليك عايز تفضل تبوس فيهم وانت طاير من الفرحة .,1,61
بنقول للفايز الف مبروك والخسران نواسيه و نطيب خاطره هي دي الروح الرياضية .,1,74
مش مهم الناس شايفني ازاي المهم انا شايفة نفسي ازاي .,1,52
ايوة بقى هى دى النتايج ولا بلاش .,0,33
نفسي احس باحساس الناس اللي خدوا الاجازة ياتري بيعملوا ايه دلوقتي .,0,66
يعني احنا خلاص قربنا ننقرض ولسة فيه بنات بتنزل صورة بنات تانية وتقول دي انا .,1,77
اصعب ضحكة هي ضحكة الصدمة اللي بتتطلع منك لانك مش عارف تعمل ايه .,1,64
عشانك دوست علي جروحي ورجعت اضحك من تاني .,1,41
الناس اللي شايفة ان الابتسامة ملهاش لازمة في الدنيا ياسيدي ابتسم واهي تبقي صدقة .,0,81
الناس بقت تتدخل في اللي ملهاش فيه خالص حتي الاكل .,0,50
من غير اي فلسفة من الاخر محدش هيتبسط او يحس براحة وهو مش بيصلي .,1,64
من العادات الغلط ان البنت لازم تجوز ابن عمها حتي لو كان صايع وضايع المهم اسم العيلة .,1,85
ما انا كنت ساكن هناك وعارفها شارع شارع وحاراتها المزنوقه حاره حاره .هتعمل مش هنا .,1,82
اتعلمت النهاردة ان قراراتي الغلط هي اللي ادتني القدرة و الخبرة  علشان اخد قراراتي الصح .,1,88
الواحد عمل شوربة عشان يدفي الشوربة هي اللي اتجمدت .,1,51
من كتر البرد الواحد عايز عشرين بطنية من بطاطين زمان التقيلة اوي دي .,1,68
لما الناس تشوف واحد رفيع وتسأله انت بتاكل اومال يعني عايش علي الطاقة الشمسية .,0,78
امشى يلا من هنا بدل ما اعملمك بلوك .,1,36
اذا امك قالت فين الحيوان الثاني  فاعلم انك الحيوان اﻷول  .مش مهم اهم شي انى المركز اﻷول .,1,89
سبحان الله لما اكون مشغول افتكر مليون حاجة لازم اخلصها ولما اكون فاضى ولا افتكر .,1,81
مفيش احلى من انك تتفلسفين بالانجليزى قدام حد حمار مش فاهم حاجة .,1,64
على فكرة قلة الادب مش هتخليك راجل خليك محترم على طول  .,0,55
الواحد قلبه مات من جو المذاكرة باين .,1,37
انت من احسن الناس اللى عرفتها وتتحب بسرعة حبيبى و اخويا الكبير  والله  كان نفسى اعرفك من زمان  .,0,96
بخاف من الضلمة اوى .,1,20
هى البنات بتحس براحه نفسية لما بتنكد على اللى حواليها .,0,55
اهلا بيك فى عالم تويتر من جديد.,1,31
جاذبية تويتر ليا اكبر من الجاذبية الارضية .,1,43
لا توجد راحة اكبر من ان  تتجاوز من احبطك  و تغفر لمن اساء اليك  و تساعد من يحتاجك بلا مقابل  .,1,94
الحياة تحيى فينا شي جميل و تزرع فينا امل من جديد .,1,50
كل سنة وانتي طيبة وعيد ميلاد جميل كده ان شاء الله وربنا يبعد عنك كل شر و لا تتحرمي من اقرب الناس ليكي .,0,103
هو فى احلى من الضحكه اللى بتضحكها قدام حد متغاظ منك عن الاستفزاز اتحدث .,1,72
من اطيب الناس اللي عرفتها فى الكلية دى كل سنة وانت طيب .,0,56
قال يعنى لو مكنش عندنا امتحانات كنا هنحتفل براس السنة  بلا نيلة  .,1,66
احنا شعب غلبان اوى  .,1,21
السنه دى من بدايتها نكد .,1,25
هى فعلا كانت مباراه جميله .,0,27
مش عارفة ليه بس اهو غلاسة وخلاص .,1,33
الناس في عيني حاجه  و انت حاجه تانيه .,0,38
بتمنالك مزيد من النجاح و بتمنی نشوف لبنان كله حب وسلام .,1,56
الواحد يكبر قد ما يكبر و لسه لما حد يطلب مني كوباية مايه لازم اشرب منها بوق و امسح بوقي قال يعني بخفي اثر الجريمه.,1,114
شوية النوم اللى الواحد بينامهم فى وسط المذاكرة دول بيعدلوا الدماغ اوى .,1,71
ياجماعه مفيش اختراع يخلينا نذاكر من غير ما نذاكر .,1,50
بداخلي برود ميت جدا من جميع العلاقات  .,1,39
شايف الناس بتقول ايه عمرك شوفت وساخه اكتر من كدا .,0,50
الزوج الصالح هو من بدل ضيق زوجته بابتسامه .,1,43
من كثر هالقعده علي الفيس خايف ادخل الامتحان واكتب اميل الفيس و رقم السر بدل اسم الطالب و رقم الجلوس .,1,101
اشكال حمضانه  مبتستحماش ريحتها طالعه من الصوره .,1,48
كفاية رحلة اسكندرية من اجمل ذكريات حياتي اصلا  .,1,48
اخ وصديق اكثر من رائع يهمني مصلحته زي ما بيهمه مصلحتي هو الوحيد الي الناس فاكرنا اخوات واحنا اصلا كده .,0,103
واضح ان بلدنا تعاني كثيرا من الاختراق وتسريب المعلومات .,1,56
